Card ID,Card Name,Set ID,Set Name,Rarity,Color,Type,Cost,Power,Life,Counter,Attribute,Sub Types,Card Text,Is Parallel,Image URL,Picture URL,Market Price,Inventory Price,Last Priced,Owned
OP09-119_p1,Monkey.D.Luffy (119) (Alternate Art),OP-09,Emperors in the New World,SEC,Purple,Character,9,10000,,0,Strike,Straw Hat Crew,[On Play] You may return 1 or more DON!! cards from your field to your DON!! deck: Draw 1 card and this Character gains [Rush] during this turn.,Yes,https://optcgapi.com/media/static/Card_Images/OP09-119_p1.jpg,,31.02,25.00,2026-09-07,
OP09-061_p1,Monkey.D.Luffy (061) (Parallel),OP-09,Emperors in the New World,L,Purple Black,Leader,,5000,4,,Strike,Straw Hat Crew The Four Emperors,"[DON!! x1] All of your Characters gain +1 cost.
[Your Turn] [Once Per Turn] When 2 or more DON!! cards on your field are returned to your DON!! deck, add up to 1 DON!! card from your DON!! deck and set it as active, and add up to 1 additional DON!! card and rest it.",Yes,https://optcgapi.com/media/static/Card_Images/OP09-061_p1.jpg,,104.63,63.45,2026-09-07,
OP09-051_p3,Buggy (051) (Wanted Poster),OP-09,Emperors in the New World,R,Blue,Character,10,12000,,0,Slash,The Four Emperors Cross Guild,"[On Play] Place up to 1 of your opponent's Characters at the bottom of the owner's deck. Then, if you do not have 5 Characters with a cost of 5 or more, place this Character at the bottom of the owner's deck.",Yes,https://optcgapi.com/media/static/Card_Images/OP09-051_p3.jpg,,165.25,90.00,2026-09-07,
OP08-106_p2,Nami (SP),OP-09,Emperors in the New World,SR,Yellow,Character,5,5000,,1000,Special,Straw Hat Crew Egghead,"[On Play] You may trash 1 card with a [Trigger] from your hand: K.O. up to 1 of your opponent's Characters with a cost of 5 or less. Then, if you have 3 or less cards in your hand, draw 1 card.
[Trigger] Activate this card's [On Play] effect.",Yes,https://optcgapi.com/media/static/Card_Images/OP08-106_p2.jpg,,867.52,290.00,2026-09-07,
OP05-119_p6,Monkey.D.Luffy (Wanted Poster),OP-09,Emperors in the New World,SEC,Purple,Character,10,12000,,0,Strike,Straw Hat Crew The Four Emperors,"[On Play] DON!! 10: Place all of your Characters except this Character at the bottom of your deck in any order. Then, take an extra turn after this one.
[Activate: Main] [Once Per Turn] You may rest 1 of your DON!! cards: Add up to 1 DON!! card from your DON!! deck and set it as active.",Yes,https://optcgapi.com/media/static/Card_Images/OP05-119_p6.jpg,,653.67,448.64,2026-09-07,
OP09-093_p3,Marshall.D.Teach (093) (Wanted Poster),OP-09,Emperors in the New World,SR,Black,Character,10,12000,,0,Special,Blackbeard Pirates The Four Emperors,"[Blocker]
[Activate: Main] [Once Per Turn] If your Leader has the ""Blackbeard Pirates"" type and this Character was played on this turn, negate the effect of up to 1 of your opponent's Leader during this turn. Then, negate the effect of up to 1 of your opponent's Characters and that Character cannot attack until the end of your opponent's next turn.",Yes,https://optcgapi.com/media/static/Card_Images/OP09-093_p3.jpg,,250.79,135.00,2026-09-07,
OP07-015_p2,Monkey.D.Dragon (SP),OP-09,Emperors in the New World,SR,Red,Character,8,9000,,0,Special,Revolutionary Army,"[Rush] (This card can attack on the turn in which it is played.)
[On Play] Give up to 2 rested DON!! cards to your Leader or 1 of your Characters.",Yes,https://optcgapi.com/media/static/Card_Images/OP07-015_p2.jpg,,179.48,65.98,2026-09-07,
OP09-004_p3,Shanks (004) (Wanted Poster),OP-09,Emperors in the New World,SR,Red,Character,10,12000,,0,Slash,The Four Emperors Red-Haired Pirates,"Give all of your opponent's Characters 1000 power.
[Rush] (This card can attack on the turn in which it is played.)",Yes,https://optcgapi.com/media/static/Card_Images/OP09-004_p3.jpg,,255.75,145.00,2026-09-07,
OP05-093_p2,Rob Lucci (SP),OP-09,Emperors in the New World,SR,Black,Character,4,6000,,0,Strike,CP0,[On Play] You may place 3 cards from your trash at the bottom of your deck in any order: K.O. up to 1 of your opponent's Characters with a cost of 2 or less and up to 1 of your opponent's Characters with a cost of 1 or less.,Yes,https://optcgapi.com/media/static/Card_Images/OP05-093_p2.jpg,,95.55,49.99,2026-09-07,
OP04-119_p2,Donquixote Rosinante (SP),OP-09,Emperors in the New World,SEC,Green,Character,8,8000,,0,Special,Donquixote Pirates Navy,"[Opponent's Turn] If this Character is rested, your active Characters with a base cost of 5 cannot be K.O.'d by effects.
[On Play] You may rest this Character: Play up to 1 green Character card with a cost of 5 from your hand.",Yes,https://optcgapi.com/media/static/Card_Images/OP04-119_p2.jpg,,161.99,71.00,2026-09-07,
OP05-067_p4,Zoro-Juurou (SP),OP-09,Emperors in the New World,R,Purple,Character,3,4000,,1000,Slash,Straw Hat Crew,"[When Attacking] If you have 3 or less Life cards, add up to 1 DON!! card from your DON!! deck and set it as active.",Yes,https://optcgapi.com/media/static/Card_Images/OP05-067_p4.jpg,,526.71,319.99,2026-09-07,
OP07-051_p3,Boa Hancock (SP),OP-09,Emperors in the New World,SR,Blue,Character,6,8000,,0,Special,Kuja Pirates The Seven Warlords of the Sea,"[On Play] Up to 1 of your opponent's Characters other than [Monkey.D.Luffy] cannot attack until the end of your opponent's next turn. Then, place up to 1 Character with a cost of 1 or less at the bottom of the owner's deck.",Yes,https://optcgapi.com/media/static/Card_Images/OP07-051_p3.jpg,,813.88,449.99,2026-09-07,
OP09-051_p2,Buggy (051) (Manga),OP-09,Emperors in the New World,R,Purple,Character,3,4000,,1000,Slash,Straw Hat Crew,"[When Attacking] If you have 3 or less Life cards, add up to 1 DON!! card from your DON!! deck and set it as active.",Yes,https://optcgapi.com/media/static/Card_Images/OP09-051_p2.jpg,,1650.00,1000.00,2026-09-07,
OP09-119_p2,Monkey.D.Luffy (119) (Manga),OP-09,Emperors in the New World,SEC,Purple,Character,9,10000,,0,Strike,Straw Hat Crew,[On Play] You may return 1 or more DON!! cards from your field to your DON!! deck: Draw 1 card and this Character gains [Rush] during this turn.,Yes,https://optcgapi.com/media/static/Card_Images/OP09-119_p2.jpg,,2699.00,3700.00,2026-09-07,
OP09-093_p2,Marshall.D.Teach (093) (Manga),OP-09,Emperors in the New World,SR,Black,Character,10,12000,,0,Special,Blackbeard Pirates The Four Emperors,"[Blocker]
[Activate: Main] [Once Per Turn] If your Leader has the ""Blackbeard Pirates"" type and this Character was played on this turn, negate the effect of up to 1 of your opponent's Leader during this turn. Then, negate the effect of up to 1 of your opponent's Characters and that Character cannot attack until the end of your opponent's next turn.",Yes,https://optcgapi.com/media/static/Card_Images/OP09-093_p2.jpg,,2000.99,1800.01,2026-09-07,
OP09-004_p2,Shanks (004) (Manga),OP-09,Emperors in the New World,SR,Red,Character,10,12000,,0,Slash,The Four Emperors Red-Haired Pirates,"Give all of your opponent's Characters 1000 power.
[Rush] (This card can attack on the turn in which it is played.)",Yes,https://optcgapi.com/media/static/Card_Images/OP09-004_p2.jpg,,1795.00,900.00,2026-09-07,
OP09-118_p2,Gol.D.Roger (Manga),OP-09,Emperors in the New World,SEC,Red,Character,10,13000,,0,Slash,Roger Pirates King of the Pirates,"[Rush] (This card can attack on the turn in which it is played.)
When your opponent activates [Blocker], if either you or your opponent has 0 Life cards, you win the game.",Yes,https://optcgapi.com/media/static/Card_Images/OP09-118_p2.jpg,,5500.00,8500.00,2026-09-07,
OP09-048_p1,Dracule Mihawk (Parallel),OP-09,Emperors in the New World,SR,Blue,Character,6,7000,,0,Slash,Cross Guild,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Play] Draw 2 cards and trash 1 card from your hand.",Yes,https://optcgapi.com/media/static/Card_Images/OP09-048_p1.jpg,,4.89,3.83,2026-09-07,
OP10-005,Sanji,OP-10,Royal Blood,SR,Red,Character,3,3000,,1000,Special,Straw Hat Crew Punk Hazard,"[Your Turn] This Character gains +3000 power.
[On K.O.] Draw 1 card.",No,https://optcgapi.com/media/static/Card_Images/OP10-005.jpg,,9.62,5.00,2026-09-07,
OP10-032,Tashigi,OP-10,Royal Blood,SR,Green,Character,3,4000,,2000,Special,Navy Punk Hazard,"If you have a green Character other than [Tashigi] that would be removed from the field by your opponent's effect, you may rest this Character instead.",No,https://optcgapi.com/media/static/Card_Images/OP10-032.jpg,,0.65,0.35,2026-09-07,
OP10-082,Kuzan,OP-10,Royal Blood,SR,Black,Character,5,5000,,0,Special,Blackbeard Pirates Former Navy,"This Character cannot be removed from the field by your opponent's effects.
[Activate: Main] You may trash this Character: Draw 1 card. Then, play up to 1 ""Blackbeard Pirates"" type Character card with a cost of 5 or less other than [Kuzan] from your trash.",No,https://optcgapi.com/media/static/Card_Images/OP10-082.jpg,,1.10,0.75,2026-09-07,
OP10-030,Smoker (030),OP-10,Royal Blood,SR,Green,Character,5,7000,,0,Slash,Navy Punk Hazard,"[Banish] (When this card deals damage, the target card is trashed without activating its Trigger.)
[Activate: Main] Set up to 1 of your DON!! cards as active. Then, you cannot set DON!! cards as active using Character effects during this turn.",No,https://optcgapi.com/media/static/Card_Images/OP10-030.jpg,,3.27,1.50,2026-09-07,
OP10-112,"Eustass""Captain""Kid (112)",OP-10,Royal Blood,SR,Yellow,Character,8,9000,,0,Special,Kid Pirates Supernovas,"[On Play] You may rest this Character: Trash up to 1 card from the top of your opponent's Life cards.
[End of Your Turn] If your opponent has 2 or less Life cards, draw 1 card and trash 1 card from your hand.",No,https://optcgapi.com/media/static/Card_Images/OP10-112.jpg,,1.43,1.39,2026-09-07,
OP10-046,Kyros,OP-10,Royal Blood,SR,Blue,Character,7,9000,,0,Slash,Dressrosa,[On Play] Return up to 1 Character with a cost of 5 or less to the owner's hand.,No,https://optcgapi.com/media/static/Card_Images/OP10-046.jpg,,0.39,0.22,2026-09-07,
OP10-058,Rebecca,OP-10,Royal Blood,SR,Blue,Character,7,4000,,1000,Slash,Dressrosa,"[On Play] If there is a Character with a cost of 8 or more, draw 1 card. Then, reveal up to 2 ""Dressrosa"" type Character cards with a cost of 7 or less other than [Rebecca] from your hand. Play 1 of the revealed cards and play the other card rested if it has a cost of 4 or less.",No,https://optcgapi.com/media/static/Card_Images/OP10-058.jpg,,0.64,0.50,2026-09-07,
OP10-016,Monet,OP-10,Royal Blood,SR,Red,Character,2,3000,,1000,Special,Donquixote Pirates Punk Hazard,"[Activate: Main] You may rest this Character: Give up to 2 rested DON!! cards to your Leader or 1 of your Characters. Then, give up to 1 of your opponent's Characters 1000 power during this turn.",No,https://optcgapi.com/media/static/Card_Images/OP10-016.jpg,,0.40,0.33,2026-09-07,
OP10-072,Donquixote Rosinante,OP-10,Royal Blood,SR,Purple,Character,5,6000,,1000,Special,Donquixote Pirates Navy,"[On Play] You may trash 1 Event from your hand: Draw 2 cards.
[End of Your Turn] If you have 7 or more DON!! cards on your field, set up to 2 of your DON!! cards as active.",No,https://optcgapi.com/media/static/Card_Images/OP10-072.jpg,,1.33,1.25,2026-09-07,
OP10-071,Donquixote Doflamingo,OP-10,Royal Blood,SR,Purple,Character,8,9000,,0,Special,Donquixote Pirates The Seven Warlords of the Sea,"[On Play] DON!! 1: Play up to 1 ""Donquixote Pirates"" type Character card with a cost of 5 or less from your hand.
[On Your Opponent's Attack] [Once Per Turn] You may rest 1 of your DON!! cards: Add up to 1 DON!! card from your DON!! deck and set it as active.",No,https://optcgapi.com/media/static/Card_Images/OP10-071.jpg,,1.04,0.85,2026-09-07,
OP10-119,Trafalgar Law (119),OP-10,Royal Blood,SEC,Yellow,Character,7,9000,,0,Slash,Heart Pirates Supernovas Dressrosa,"[On Play] Reveal up to 1 ""Supernovas"" type Character card from your hand and add it to the top of your Life cards face-down. Then, give up to 1 rested DON!! card to 1 of your ""Supernovas"" type Leader.",No,https://optcgapi.com/media/static/Card_Images/OP10-119.jpg,,7.21,5.00,2026-09-07,
OP10-118,Monkey.D.Luffy (118),OP-10,Royal Blood,SEC,Black,Character,6,7000,,1000,Strike,Straw Hat Crew Supernovas Dressrosa,"Once per turn, this Character cannot be K.O.'d by your opponent's effects.
[When Attacking] You may place 3 cards from your trash at the bottom of your deck in any order: If your opponent has 5 or more cards in their hand, your opponent trashes 1 card from their hand.",No,https://optcgapi.com/media/static/Card_Images/OP10-118.jpg,,5.26,4.50,2026-09-07,
OP10-082_p1,Kuzan (Parallel),OP-10,Royal Blood,SR,Black,Character,5,5000,,0,Special,Blackbeard Pirates Former Navy,"This Character cannot be removed from the field by your opponent's effects.
[Activate: Main] You may trash this Character: Draw 1 card. Then, play up to 1 ""Blackbeard Pirates"" type Character card with a cost of 5 or less other than [Kuzan] from your trash.",Yes,https://optcgapi.com/media/static/Card_Images/OP10-082_p1.jpg,,13.19,12.66,2026-09-07,
OP10-072_p1,Donquixote Rosinante (Parallel),OP-10,Royal Blood,SR,Purple,Character,5,6000,,1000,Special,Donquixote Pirates Navy,"[On Play] You may trash 1 Event from your hand: Draw 2 cards.
[End of Your Turn] If you have 7 or more DON!! cards on your field, set up to 2 of your DON!! cards as active.",Yes,https://optcgapi.com/media/static/Card_Images/OP10-072_p1.jpg,,12.98,11.50,2026-09-07,
OP10-112_p1,"Eustass""Captain""Kid (112) (Parallel)",OP-10,Royal Blood,SR,Yellow,Character,8,9000,,0,Special,Kid Pirates Supernovas,"[On Play] You may rest this Character: Trash up to 1 card from the top of your opponent's Life cards.
[End of Your Turn] If your opponent has 2 or less Life cards, draw 1 card and trash 1 card from your hand.",Yes,https://optcgapi.com/media/static/Card_Images/OP10-112_p1.jpg,,15.23,12.00,2026-09-07,
OP10-071_p1,Donquixote Doflamingo (Parallel),OP-10,Royal Blood,SR,Purple,Character,8,9000,,0,Special,Donquixote Pirates The Seven Warlords of the Sea,"[On Play] DON!! 1: Play up to 1 ""Donquixote Pirates"" type Character card with a cost of 5 or less from your hand.
[On Your Opponent's Attack] [Once Per Turn] You may rest 1 of your DON!! cards: Add up to 1 DON!! card from your DON!! deck and set it as active.",Yes,https://optcgapi.com/media/static/Card_Images/OP10-071_p1.jpg,,9.84,6.99,2026-09-07,
OP10-016_p1,Monet (Parallel),OP-10,Royal Blood,SR,Red,Character,2,3000,,1000,Special,Donquixote Pirates Punk Hazard,"[Activate: Main] You may rest this Character: Give up to 2 rested DON!! cards to your Leader or 1 of your Characters. Then, give up to 1 of your opponent's Characters 1000 power during this turn.",Yes,https://optcgapi.com/media/static/Card_Images/OP10-016_p1.jpg,,4.30,2.00,2026-09-07,
OP10-037_p1,Lim (Parallel),OP-10,Royal Blood,R,Green,Character,1,0,,1000,Wisdom,ODYSSEY,"[Once Per Turn] If this Character would be removed from the field by your opponent's effect, you may rest 1 of your ""ODYSSEY"" type Characters instead.[End of Your Turn] Set up to 1 of your ""ODYSSEY"" type Characters as active.",Yes,https://optcgapi.com/media/static/Card_Images/OP10-037_p1.jpg,,2.72,2.50,2026-09-07,
OP10-005_p1,Sanji (Parallel),OP-10,Royal Blood,SR,Red,Character,3,3000,,1000,Special,Straw Hat Crew Punk Hazard,"[Your Turn] This Character gains +3000 power.
[On K.O.] Draw 1 card.",Yes,https://optcgapi.com/media/static/Card_Images/OP10-005_p1.jpg,,22.91,22.99,2026-09-07,
OP10-030_p1,Smoker (030) (Parallel),OP-10,Royal Blood,SR,Green,Character,5,7000,,0,Slash,Navy Punk Hazard,"[Banish] (When this card deals damage, the target card is trashed without activating its Trigger.)
[Activate: Main] Set up to 1 of your DON!! cards as active. Then, you cannot set DON!! cards as active using Character effects during this turn.",Yes,https://optcgapi.com/media/static/Card_Images/OP10-030_p1.jpg,,24.13,17.99,2026-09-07,
OP10-045_p1,Cavendish (045) (Parallel),OP-10,Royal Blood,R,Blue,Character,4,6000,,0,Slash,Beautiful Pirates Dressrosa,[When Attacking] [Once Per Turn] Draw 2 cards and trash 1 card from your hand.,Yes,https://optcgapi.com/media/static/Card_Images/OP10-045_p1.jpg,,9.25,9.20,2026-09-07,
OP10-111_p1,Monkey.D.Luffy (111) (Parallel),OP-10,Royal Blood,R,Yellow,Character,1,2000,,1000,Strike,Straw Hat Crew Supernovas,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 ""Supernovas"" type card other than [Monkey.D.Luffy] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Yes,https://optcgapi.com/media/static/Card_Images/OP10-111_p1.jpg,,16.10,13.77,2026-09-07,
OP10-032_p1,Tashigi (Parallel),OP-10,Royal Blood,SR,Green,Character,3,4000,,2000,Special,Navy Punk Hazard,"If you have a green Character other than [Tashigi] that would be removed from the field by your opponent's effect, you may rest this Character instead.",Yes,https://optcgapi.com/media/static/Card_Images/OP10-032_p1.jpg,,5.59,3.00,2026-09-07,
OP10-067_p1,Senor Pink (Parallel),OP-10,Royal Blood,R,Purple,Character,5,6000,,0,Special,Donquixote Pirates,"[On Play] DON!! 1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Add up to 1 purple Event with a cost of 5 or less from your trash to your hand. Then, set up to 1 of your DON!! cards as active.",Yes,https://optcgapi.com/media/static/Card_Images/OP10-067_p1.jpg,,15.22,12.95,2026-09-07,
OP10-090_p1,Franky (090) (Parallel),OP-10,Royal Blood,R,Black,Character,4,5000,,1000,Strike,Straw Hat Crew Dressrosa,"[Blocker]
[On K.O.] Play up to 1 ""Dressrosa"" type Character card with a cost of 3 or less from your trash rested.",Yes,https://optcgapi.com/media/static/Card_Images/OP10-090_p1.jpg,,3.20,3.26,2026-09-07,
OP10-046_p1,Kyros (Parallel),OP-10,Royal Blood,SR,Blue,Character,7,9000,,0,Slash,Dressrosa,[On Play] Return up to 1 Character with a cost of 5 or less to the owner's hand.,Yes,https://optcgapi.com/media/static/Card_Images/OP10-046_p1.jpg,,2.33,1.99,2026-09-07,
OP10-058_p1,Rebecca (Parallel),OP-10,Royal Blood,SR,Blue,Character,7,4000,,1000,Slash,Dressrosa,"[On Play] If there is a Character with a cost of 8 or more, draw 1 card. Then, reveal up to 2 ""Dressrosa"" type Character cards with a cost of 7 or less other than [Rebecca] from your hand. Play 1 of the revealed cards and play the other card rested if it has a cost of 4 or less.",Yes,https://optcgapi.com/media/static/Card_Images/OP10-058_p1.jpg,,10.14,10.34,2026-09-07,
OP10-119_p1,Trafalgar Law (119) (Parallel),OP-10,Royal Blood,SEC,Yellow,Character,7,9000,,0,Slash,Heart Pirates Supernovas Dressrosa,"[On Play] Reveal up to 1 ""Supernovas"" type Character card from your hand and add it to the top of your Life cards face-down. Then, give up to 1 rested DON!! card to 1 of your ""Supernovas"" type Leader.",Yes,https://optcgapi.com/media/static/Card_Images/OP10-119_p1.jpg,,25.82,25.99,2026-09-07,
OP10-001_p1,Smoker (001) (Parallel),OP-10,Royal Blood,L,Green Red,Leader,,5000,4,,Slash,Navy Punk Hazard,"[Opponent's Turn] All of your {Navy} or {Punk Hazard} type Characters gain +1000 power.[Activate: Main] [Once Per Turn] If you have a Character with 7000 power or more, set up to 2 of your DON!! cards as active.",Yes,https://optcgapi.com/media/static/Card_Images/OP10-001_p1.jpg,,15.54,13.99,2026-09-07,
OP10-118_p1,Monkey.D.Luffy (118) (Parallel),OP-10,Royal Blood,SEC,Black,Character,6,7000,,1000,Strike,Straw Hat Crew Supernovas Dressrosa,"Once per turn, this Character cannot be K.O.'d by your opponent's effects.
[When Attacking] You may place 3 cards from your trash at the bottom of your deck in any order: If your opponent has 5 or more cards in their hand, your opponent trashes 1 card from their hand.",Yes,https://optcgapi.com/media/static/Card_Images/OP10-118_p1.jpg,,46.04,32.99,2026-09-07,
OP10-003_p1,Sugar (003) (Parallel),OP-10,Royal Blood,L,Purple Red,Leader,,5000,4,,Special,Donquixote Pirates,"[End of Your Turn] If you have a {Donquixote Pirates} type Character with 6000 power or more, set up to 1 of your DON!! cards as active.[Opponent's Turn] [Once Per Turn] When you activate an Event, add up to 1 DON!! card from your DON!! deck and set it as active.",Yes,https://optcgapi.com/media/static/Card_Images/OP10-003_p1.jpg,,14.54,12.95,2026-09-07,
OP10-002_p1,Caesar Clown (002) (Parallel),OP-10,Royal Blood,L,Blue Red,Leader,,5000,4,,Special,Punk Hazard Scientist,[DON!! x2] [When Attacking] You may return 1 of your {Punk Hazard} type Characters with a cost of 2 or more to the owner's hand: K.O. up to 1 of your opponent's Characters with 4000 power or less.,Yes,https://optcgapi.com/media/static/Card_Images/OP10-002_p1.jpg,,10.77,6.00,2026-09-07,
OP10-022_p1,Trafalgar Law (022) (Parallel),OP-10,Royal Blood,L,Green Yellow,Leader,,5000,4,,Slash,Heart Pirates Supernovas Dressrosa,"[DON!! x1] [Activate: Main] [Once Per Turn] If the total cost of your Characters is 5 or more, you may return 1 of your Characters to the owner's hand: Reveal 1 card from the top of your Life cards. If that card is a ""Supernovas"" type Character card with a cost of 5 or less, you may play that card.",Yes,https://optcgapi.com/media/static/Card_Images/OP10-022_p1.jpg,,25.51,22.00,2026-09-07,
OP10-042_p1,Usopp (042) (Parallel),OP-10,Royal Blood,L,Blue Black,Leader,,5000,4,,Ranged,Straw Hat Crew Dressrosa,"All of your ""Dressrosa"" type Characters with a cost of 2 or more gain +1 cost.[Opponent's Turn] [Once Per Turn] This effect can be activated when your ""Dressrosa"" type Character is removed from the field by your opponent's effect or K.O.'d. If you have 5 or less cards in your hand, draw 1 card.",Yes,https://optcgapi.com/media/static/Card_Images/OP10-042_p1.jpg,,26.68,24.99,2026-09-07,
OP10-099_p1,"Eustass""Captain""Kid (099) (Parallel)",OP-10,Royal Blood,L,Yellow,Leader,,5000,5,,Special,Kid Pirates Supernovas,"[End of Your Turn] You may turn 1 card from the top of your Life cards face-up: Set up to 1 of your ""Supernovas"" type Characters with a cost of 3 to 8 as active. That Character gains [Blocker] until the end of your opponent's next turn.",Yes,https://optcgapi.com/media/static/Card_Images/OP10-099_p1.jpg,,34.80,30.91,2026-09-07,
ST18-001_p1,Uso-Hachi (SP),OP-10,Royal Blood,C,Purple,Character,3,3000,,2000,Ranged,Straw Hat Crew,"[On Play] If you have 8 or more DON!! cards on your field, rest up to 1 of your opponent's Characters with a cost of 5 or less.",Yes,https://optcgapi.com/media/static/Card_Images/ST18-001_p1.jpg,,111.18,65.00,2026-09-07,
OP08-052_p2,Portgas.D.Ace (TR),OP-10,Royal Blood,TR,Blue,Character,5,6000,,1000,Special,Whitebeard Pirates,"[On Play] Reveal 1 card from the top of your deck and play up to 1 Character card with a type including ""Whitebeard Pirates"" and a cost of 4 or less. Then, place the rest at the top or bottom of your deck.",Yes,https://optcgapi.com/media/static/Card_Images/OP08-052_p2.jpg,,117.62,71.42,2026-09-07,
OP10-019_p1,Divine Departure (Parallel),OP-10,Royal Blood,R,Red,Event,1,,,,,The Four Emperors Red-Haired Pirates,"[Main] You may rest 5 of your DON!! cards: K.O. up to 1 of your opponent's Characters with 8000 power or less.
[Counter] Up to 1 of your Leader gains +3000 power during this battle.",Yes,https://optcgapi.com/media/static/Card_Images/OP10-019_p1.jpg,,68.94,49.99,2026-09-07,
ST15-002_p1,Edward.Newgate (SP),OP-10,Royal Blood,SR,Red,Character,7,8000,,0,Special,The Four Emperors Whitebeard Pirates,"[On Play] Give up to 1 rested DON!! card to your Leader or 1 of your Characters.
[Activate: Main] You may rest this Character: K.O. up to 1 of your opponent's Characters with 5000 power or less.",Yes,https://optcgapi.com/media/static/Card_Images/ST15-002_p1.jpg,,256.37,189.99,2026-09-07,
ST14-003_p1,Sanji (SP),OP-10,Royal Blood,SR,Black,Character,5,6000,,0,Strike,Straw Hat Crew,"[On Play] If you have a Character with a cost of 6 or more, K.O. up to 1 of your opponent's Characters with a cost of 5 or less.",Yes,https://optcgapi.com/media/static/Card_Images/ST14-003_p1.jpg,,135.05,114.99,2026-09-07,
ST12-012_p1,Charlotte Pudding (SP),OP-10,Royal Blood,C,Blue,Character,2,2000,,2000,Wisdom,Big Mom Pirates,[Activate: Main] Return this Character to the owner's hand.,Yes,https://optcgapi.com/media/static/Card_Images/ST12-012_p1.jpg,,59.93,35.85,2026-09-07,
OP07-021_p2,Urouge (SP),OP-10,Royal Blood,R,Green,Character,4,5000,,1000,Strike,Fallen Monk Pirates Supernovas,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)
[End of Your Turn] Set up to 1 of your DON!! cards as active.",Yes,https://optcgapi.com/media/static/Card_Images/OP07-021_p2.jpg,,35.75,26.68,2026-09-07,
EB01-056_p2,Charlotte Flampe (SP),OP-10,Royal Blood,R,Yellow,Character,1,1000,,2000,Special,Big Mom Pirates,[On Play] You may add 1 card from the top or bottom of your Life cards to your hand: Draw 1 card.,Yes,https://optcgapi.com/media/static/Card_Images/EB01-056_p2.jpg,,63.28,73.96,2026-09-07,
OP10-119_p2,Trafalgar Law (119) (Manga),OP-10,Royal Blood,SEC,Yellow,Character,7,9000,,0,Slash,Heart Pirates Supernovas Dressrosa,"[On Play] Reveal up to 1 ""Supernovas"" type Character card from your hand and add it to the top of your Life cards face-down. Then, give up to 1 rested DON!! card to 1 of your ""Supernovas"" type Leader.",Yes,https://optcgapi.com/media/static/Card_Images/OP10-119_p2.jpg,,707.10,630.00,2026-09-07,
OP11-067,Charlotte Katakuri (067),OP-11,A Fist of Divine Speed,SR,Purple,Character,8,8000,,0,Strike,Big Mom Pirates,"[Blocker]
[End of Your Turn] Set up to 2 of your ""Big Mom Pirates"" type Characters with a cost of 3 or more as active. Then, add up to 1 DON!! card from your DON!! deck and rest it.",No,https://optcgapi.com/media/static/Card_Images/OP11-067.jpg,,6.30,2.00,2026-09-07,
OP11-054,Nami (054),OP-11,A Fist of Divine Speed,SR,Blue,Character,5,6000,,1000,Special,Straw Hat Crew,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)
[On Play] If your Leader is multicolored, draw 3 cards and place 2 cards from your hand at the top or bottom of your deck in any order.",No,https://optcgapi.com/media/static/Card_Images/OP11-054.jpg,,2.96,2.94,2026-09-07,
OP11-004,Kujyaku,OP-11,A Fist of Divine Speed,SR,Red,Character,1,0,,1000,Special,Navy SWORD,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 ""Navy"" type card other than ""Kujyaku"" and add it to your hand. Then, place the rest at the bottom of your deck in any order.[Activate: Main] You may trash this Character: Up to 1 of your Characters gains +1000 power during this turn.",No,https://optcgapi.com/media/static/Card_Images/OP11-004.jpg,,0.76,0.73,2026-09-07,
OP11-101,"Capone""Gang""Bege (101)",OP-11,A Fist of Divine Speed,SR,Yellow,Character,2,1000,,1000,Ranged,Firetank Pirates Supernovas,"[Blocker]
[Once Per Turn] If your ""Supernovas"" type Character other than [Capone""Gang""Bege] would be removed from the field by your opponent's effect, you may add it to the top of your Life cards face-down instead.",No,https://optcgapi.com/media/static/Card_Images/OP11-101.jpg,,0.51,0.17,2026-09-07,
OP11-010,Hibari,OP-11,A Fist of Divine Speed,SR,Red,Character,5,6000,,0,Ranged,Navy SWORD,"[On Play] Give up to 1 of your opponent's Characters 2000 power during this turn.
[When Attacking] This Character gains +1000 power during this turn. Then, up to 1 of your ""Navy"" type Leader can also attack active Characters during this turn.",No,https://optcgapi.com/media/static/Card_Images/OP11-010.jpg,,0.45,0.25,2026-09-07,
OP11-070,Charlotte Pudding,OP-11,A Fist of Divine Speed,SR,Purple,Character,1,0,,1000,Wisdom,Big Mom Pirates,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 ""Big Mom Pirates"" type card with a cost of 2 or more and add it to your hand. Then, place the rest at the bottom of your deck in any order.[Activate: Main] DON!! 1, You may rest this Character: Look at 1 card from the top of your opponent's deck.",No,https://optcgapi.com/media/static/Card_Images/OP11-070.jpg,,5.96,3.61,2026-09-07,
